UID_01,BIOCHEMICAL,NCI_NAME,BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_NAME1,ARIC_NAME2,UCLEB_NMR_NAME,SHANGHAI_CHD_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
COMP42273_48048,X - 18888,x_18888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42273;48048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP47347,X - 18889,x_18889,NA,NA,NA,NA,X - 18889,NA,NA,NA,NA,NA,NA,47347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42275,X - 18890,x_18890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42283,X - 18898,x_18898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42284_47670,X - 18899,x_18899,NA,X - 18899,NA,NA,NA,NA,NA,NA,NA,NA,NA,42284;47670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42286_46690,X - 18901,x_18901,NA,X - 18901,NA,NA,X - 18901,NA,NA,NA,NA,NA,NA,42286;46690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42293,X - 18908,x_18908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42298_46695,X - 18913,x_18913,NA,X - 18913,NA,NA,X - 18913,NA,NA,NA,NA,NA,NA,42298;46695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42299_46368,X - 18914,x_18914,NA,X - 18914,NA,NA,X - 18914,NA,NA,NA,NA,NA,NA,42299;46368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42301,X - 18916,x_18916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42306_47671,X - 18921,x_18921,NA,NA,NA,NA,X - 18921,NA,NA,NA,NA,NA,NA,42306;47671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42307_46700,X - 18922,x_18922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42307;46700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42312,X - 18927,x_18927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42313,X - 18928,x_18928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42314,X - 18929,x_18929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42319,X - 18932,x_18932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42322_48049,X - 18935,x_18935,NA,NA,NA,NA,X - 18935,NA,NA,NA,NA,NA,NA,42322;48049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42324,X - 18937,x_18937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42325_48050,X - 18938,x_18938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42325;48050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42330,X - 18943,x_18943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42333,X - 18946,x_18946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42340,X - 18953,x_18953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42351,X - 18964,x_18964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42352,X - 18965,x_18965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42355,X - 18968,x_18968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42387,X - 18987,x_18987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42531,X - 19124,x_19124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42539,X - 19132,x_19132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42540,X - 19133,x_19133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42541,X - 19134,x_19134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42543,X - 19136,x_19136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42544,X - 19137,x_19137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42545,X - 19138,x_19138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42547,X - 19140,x_19140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42548_46701,X - 19141,x_19141,NA,X - 19141,NA,NA,X - 19141,NA,NA,NA,NA,NA,NA,42548;46701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42549,X - 19142,x_19142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42551,X - 19144,x_19144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42552,X - 19145,x_19145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42553,X - 19146,x_19146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42642,X - 19166,x_19166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42650,X - 19174,x_19174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42651,X - 19175,x_19175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42658,X - 19182,x_19182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42659_47672,X - 19183,x_19183,NA,X - 19183,NA,NA,X - 19183,NA,NA,NA,NA,NA,NA,42659;47672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42673,X - 19197,x_19197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42694,X - 19218,x_19218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42709,X - 19233,x_19233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42723,X - 19247,x_19247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42744,X - 19268,x_19268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42775_47673,X - 19299,x_19299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42775;47673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42778,X - 19302,x_19302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42826,X - 19350,x_19350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42829,X - 19353,x_19353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42856,X - 19380,x_19380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42868,X - 19392,x_19392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42886,X - 19410,x_19410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42887,X - 19411,x_19411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42898,X - 19422,x_19422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42905,X - 19429,x_19429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42906,X - 19430,x_19430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42910_48772,X - 19434,x_19434,NA,NA,NA,NA,X - 19434,NA,NA,NA,NA,NA,NA,42910;48772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42911,X - 19435,x_19435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42913,X - 19437,x_19437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42914_46261,X - 19438,x_19438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42914;46261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42916,X - 19440,x_19440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42922,X - 19446,x_19446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42924,X - 19448,x_19448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42925,X - 19449,x_19449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42927,X - 19451,x_19451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42931_47674,X - 19455,x_19455,NA,X - 19455,NA,NA,X - 19455,NA,NA,NA,NA,NA,NA,42931;47674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43039,X - 19486,x_19486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43049,X - 19496,x_19496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43050_47675,X - 19497,x_19497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43050;47675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43117_47561,X - 19561,x_19561,NA,NA,NA,NA,X - 19561,NA,NA,NA,NA,NA,NA,43117;47561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43129,X - 19573,x_19573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43130,X - 19574,x_19574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43159,X - 19602,x_19602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43173,X - 19616,x_19616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43438,X - 19778,x_19778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43558,X - 19807,x_19807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP47360,X - 19823,x_19823,NA,NA,NA,NA,X - 19823,NA,NA,NA,NA,NA,NA,47360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43673,X - 19900,x_19900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43749,X - 19973,x_19973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43750,X - 19974,x_19974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43776,X - 20000,x_20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP43782,X - 20006,x_20006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP44822,X - 20239,x_20239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP44949,X - 20354,x_20354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46999,X - 20529,x_20529,NA,NA,NA,NA,X - 20529,NA,NA,NA,NA,NA,NA,46999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45141,X - 20540,x_20540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45188_47839,X - 20587,x_20587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45188;47839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45189_47840,X - 20588,x_20588,NA,NA,NA,NA,X - 20588,NA,NA,NA,NA,NA,NA,45189;47840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP47841,X - 20591,x_20591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45199_47843,X - 20598,x_20598,NA,NA,NA,NA,X - 20598,NA,NA,NA,NA,NA,NA,45199;47843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45216,X - 20615,x_20615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45218,X - 20617,x_20617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45220,X - 20619,x_20619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45221,X - 20620,x_20620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45232,X - 20631,x_20631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45240,X - 20639,x_20639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45244,X - 20643,x_20643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP47845,X - 20674,x_20674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45277,X - 20676,x_20676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45454,X - 20838,x_20838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45799,X - 20943,x_20943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45877,X - 21021,x_21021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP45887,X - 21031,x_21031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46259,X - 21258,x_21258,NA,X - 21258,NA,NA,X - 21258,NA,NA,NA,NA,NA,NA,46259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46284,X - 21282,NA,NA,NA,NA,NA,X - 21282,NA,NA,NA,NA,NA,NA,46284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46294,X - 21285,x_21285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46295,X - 21286,x_21286,NA,X - 21286,NA,NA,X - 21286,NA,NA,NA,NA,NA,NA,46295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46316,X - 21295,x_21295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46354,X - 21310,x_21310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46356,X - 21312,x_21312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46359,X - 21315,x_21315,NA,X - 21315,NA,NA,X - 21315,NA,NA,NA,NA,NA,NA,46359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46362,X - 21318,x_21318,NA,NA,NA,NA,X - 21318,NA,NA,NA,NA,NA,NA,46362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46363,X - 21319,x_21319,NA,X - 21319,NA,NA,X - 21319,NA,NA,NA,NA,NA,NA,46363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46371,X - 21327,x_21327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46373,X - 21329,x_21329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46377,X - 21333,x_21333,NA,NA,NA,NA,X - 21333,NA,NA,NA,NA,NA,NA,46377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46384,X - 21339,x_21339,NA,X - 21339,NA,NA,X - 21339,NA,NA,NA,NA,NA,NA,46384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46386,X - 21341,x_21341,NA,X - 21341,NA,NA,X - 21341,NA,NA,NA,NA,NA,NA,46386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46387,X - 21342,x_21342,NA,NA,NA,NA,X - 21342,NA,NA,NA,NA,NA,NA,46387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46388,X - 21343,x_21343,NA,X - 21343,NA,NA,X - 21343,NA,NA,NA,NA,NA,NA,46388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46394,X - 21349,x_21349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46398,X - 21353,x_21353,NA,X - 21353,NA,NA,X - 21353,NA,NA,NA,NA,NA,NA,46398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46403,X - 21358,x_21358,NA,NA,NA,NA,X - 21358,NA,NA,NA,NA,NA,NA,46403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46407,X - 21362,x_21362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46409,X - 21364,x_21364,NA,X - 21364,NA,NA,X - 21364,NA,NA,NA,NA,NA,NA,46409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46410,X - 21365,x_21365,NA,X - 21365,NA,NA,X - 21365,NA,NA,NA,NA,NA,NA,46410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46418,X - 21373,x_21373,NA,NA,NA,NA,X - 21373,NA,NA,NA,NA,NA,NA,46418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46420,X - 21375,x_21375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46428,X - 21383,x_21383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46453,X - 21408,x_21408,NA,NA,NA,NA,X - 21408,NA,NA,NA,NA,NA,NA,46453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46455,X - 21410,x_21410,NA,X - 21410,NA,NA,X - 21410,NA,NA,NA,NA,NA,NA,46455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46456,X - 21411,x_21411,NA,X - 21411,NA,NA,NA,NA,NA,NA,NA,NA,NA,46456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46476,X - 21431,x_21431,NA,NA,NA,NA,X - 21431,NA,NA,NA,NA,NA,NA,46476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46486,X - 21441,x_21441,NA,X - 21441,NA,NA,X - 21441,NA,NA,NA,NA,NA,NA,46486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46487,X - 21442,x_21442,NA,X - 21442,NA,NA,NA,NA,NA,NA,NA,NA,NA,46487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46489,X - 21444,x_21444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46493,X - 21448,x_21448,NA,X - 21448,NA,NA,X - 21448,NA,NA,NA,NA,NA,NA,46493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46498,X - 21453,x_21453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46502,X - 21457,x_21457,NA,NA,NA,NA,X - 21457,NA,NA,NA,NA,NA,NA,46502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46503,X - 21458,x_21458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46506,X - 21461,x_21461,NA,NA,NA,NA,X - 21461,NA,NA,NA,NA,NA,NA,46506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46512,X - 21467,x_21467,NA,NA,NA,NA,X - 21467,NA,NA,NA,NA,NA,NA,46512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46515,X - 21470,x_21470,NA,X - 21470,NA,NA,NA,NA,NA,NA,NA,NA,NA,46515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46516,X - 21471,x_21471,NA,X - 21471,NA,NA,X - 21471,NA,NA,NA,NA,NA,NA,46516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46518,X - 21473,x_21473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46519,X - 21474,x_21474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46522,X - 21477,x_21477,NA,NA,NA,NA,X - 21477,NA,NA,NA,NA,NA,NA,46522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46650,X - 21583,x_21583,NA,NA,NA,NA,X - 21583,NA,NA,NA,NA,NA,NA,46650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46674,X - 21607,x_21607,NA,X - 21607,NA,NA,NA,NA,NA,NA,NA,NA,NA,46674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46694,X - 21626,x_21626,NA,X - 21626,NA,NA,X - 21626,NA,NA,NA,NA,NA,NA,46694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46696,X - 21628,x_21628,NA,X - 21628,NA,NA,X - 21628,NA,NA,NA,NA,NA,NA,46696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46726,X - 21657,x_21657,NA,NA,NA,NA,X - 21657,NA,NA,NA,NA,NA,NA,46726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46727,X - 21658,x_21658,NA,NA,NA,NA,X - 21658,NA,NA,NA,NA,NA,NA,46727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46728,X - 21659,x_21659,NA,X - 21659,NA,NA,NA,NA,NA,NA,NA,NA,NA,46728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46730,X - 21661,x_21661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46731,X - 21662,NA,NA,NA,NA,NA,X - 21662,NA,NA,NA,NA,NA,NA,46731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP46740,X - 21666,x_21666,NA,X - 21666,NA,NA,X - 21666,NA,NA,NA,NA,NA,NA,46740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
